,date,n_sick,calls,temp,drivers_predicted
968,2018-11-25,74,7740.0,4.4,1548.3860284213479
969,2018-11-26,72,8046.0,2.4,1609.5857221230285
970,2018-11-27,81,6810.0,0.0,1362.3869593280042
971,2018-11-28,78,8598.0,1.1,1719.985169584884
972,2018-11-29,78,7716.0,0.8,1543.5860524447453
973,2018-11-30,91,7518.0,1.0,1503.9862506377754
974,2018-12-01,72,9678.0,4.0,1935.9840885319927
975,2018-12-02,79,7812.0,6.9,1562.785956351155
976,2018-12-03,88,9486.0,10.9,1897.5842807191734
977,2018-12-04,90,7896.0,6.2,1579.5858722692635
978,2018-12-05,85,8076.0,2.4,1615.5856920937815
979,2018-12-06,81,8220.0,5.4,1644.385547953396
980,2018-12-07,84,8268.0,10.6,1653.9854999066008
981,2018-12-08,73,8292.0,7.2,1658.7854758832034
982,2018-12-09,74,6024.0,7.3,1205.187746094275
983,2018-12-10,87,8616.0,4.7,1723.585151567336
984,2018-12-11,88,6942.0,3.7,1388.7868271993175
985,2018-12-12,95,6516.0,2.7,1303.5872536146246
986,2018-12-13,101,8010.0,1.8,1602.3857581581249
987,2018-12-14,85,6552.0,0.6,1310.7872175795283
988,2018-12-15,72,6102.0,0.1,1220.787668018233
989,2018-12-16,83,5850.0,-0.2,1170.3879202639077
990,2018-12-17,94,8532.0,1.3,1706.7852356492274
991,2018-12-18,94,8238.0,4.1,1647.9855299358478
992,2018-12-19,100,8982.0,2.2,1796.7847852105226
993,2018-12-20,95,7620.0,4.2,1524.3861485383356
994,2018-12-21,106,5844.0,6.9,1169.187926269757
995,2018-12-22,85,5904.0,6.4,1181.187866211263
996,2018-12-23,76,6684.0,5.9,1337.1870854508416
997,2018-12-24,59,7392.0,1.9,1478.7863767606127
998,2018-12-25,58,7008.0,4.8,1401.9867611349741
999,2018-12-26,63,6744.0,5.7,1349.1870253923476
1000,2018-12-27,74,8316.0,5.2,1663.5854518598057
1001,2018-12-28,78,8652.0,6.1,1730.7851155322394
1002,2018-12-29,76,6006.0,5.9,1201.5877641118234
1003,2018-12-30,78,6120.0,6.2,1224.3876500006847
1004,2018-12-31,75,6318.0,5.3,1263.9874518076547
1005,2019-01-01,57,8382.0,6.5,1676.7853857954624
1006,2019-01-02,82,9672.0,1.9,1934.784094537842
1007,2019-01-03,83,7404.0,-0.5,1481.186364748914
1008,2019-01-04,83,9240.0,1.7,1848.3845269589985
1009,2019-01-05,73,7746.0,6.0,1549.5860224154983
1010,2019-01-06,75,7266.0,1.9,1453.58650288345
1011,2019-01-07,78,6798.0,3.3,1359.9869713397031
1012,2019-01-08,79,8952.0,4.9,1790.7848152397696
1013,2019-01-09,81,8934.0,2.1,1787.184833257318
1014,2019-01-10,74,8454.0,1.0,1691.1853137252697
1015,2019-01-11,85,8544.0,2.4,1709.1852236375287
1016,2019-01-12,71,7824.0,5.0,1565.1859443394562
1017,2019-01-13,71,7002.0,6.3,1400.7867671408235
1018,2019-01-14,75,8118.0,2.4,1623.9856500528358
1019,2019-01-15,71,7152.0,3.9,1430.7866169945887
1020,2019-01-16,72,9240.0,6.3,1848.3845269589985
1021,2019-01-17,75,7332.0,4.6,1466.7864368191067
1022,2019-01-18,71,7254.0,0.4,1451.186514895149
1023,2019-01-19,58,8166.0,0.3,1633.5856020060405
1024,2019-01-20,70,7440.0,-2.7,1488.3863287138176
1025,2019-01-21,72,8430.0,-3.2,1686.385337748667
1026,2019-01-22,72,8196.0,-2.6,1639.5855719767937
1027,2019-01-23,72,8850.0,-5.4,1770.3849173392093
1028,2019-01-24,73,6258.0,-3.8,1251.9875118661487
1029,2019-01-25,71,7284.0,-3.7,1457.186484865902
1030,2019-01-26,69,5760.0,0.8,1152.3880103516487
1031,2019-01-27,70,7512.0,4.4,1502.786256643625
1032,2019-01-28,80,8994.0,3.3,1799.184773198824
1033,2019-01-29,74,8532.0,1.2,1706.7852356492274
1034,2019-01-30,76,6354.0,0.3,1271.1874157725583
1035,2019-01-31,85,6276.0,1.0,1255.5874938486006
1036,2019-02-01,75,8292.0,-0.1,1658.7854758832034
1037,2019-02-02,56,7512.0,0.5,1502.786256643625
1038,2019-02-03,51,9012.0,1.0,1802.7847551812756
1039,2019-02-04,58,10710.0,0.9,2142.3830555258965
1040,2019-02-05,49,9204.0,2.3,1841.184562994095
1041,2019-02-06,57,8994.0,3.6,1799.184773198824
1042,2019-02-07,61,9984.0,3.1,1997.1837822336734
1043,2019-02-08,54,8226.0,5.7,1645.5855419475467
1044,2019-02-09,49,6924.0,7.8,1385.1868452168658
1045,2019-02-10,51,7566.0,6.7,1513.5862025909803
1046,2019-02-11,55,7656.0,4.4,1531.5861125032393
1047,2019-02-12,57,8508.0,2.9,1701.985259672625
1048,2019-02-13,62,7302.0,6.1,1460.7864668483537
1049,2019-02-14,55,7086.0,6.7,1417.586683058932
1050,2019-02-15,64,7002.0,5.7,1400.7867671408235
1051,2019-02-16,68,9036.0,7.5,1807.5847311578782
1052,2019-02-17,80,6126.0,6.4,1225.5876439948354
1053,2019-02-18,81,7764.0,8.1,1553.1860043979502
1054,2019-02-19,81,7638.0,6.5,1527.9861305207876
1055,2019-02-20,80,6972.0,7.1,1394.7867971700705
1056,2019-02-21,82,9480.0,8.1,1896.3842867250228
1057,2019-02-22,85,9318.0,3.4,1863.9844488829565
1058,2019-02-23,69,9042.0,0.8,1808.7847251520286
1059,2019-02-24,71,6384.0,3.9,1277.1873857433113
1060,2019-02-25,72,9324.0,5.8,1865.1844428771071
1061,2019-02-26,68,8568.0,5.5,1713.985199614131
1062,2019-02-27,67,9522.0,7.2,1904.784244684077
1063,2019-02-28,57,6762.0,7.2,1352.7870073747995
1064,2019-03-01,60,10608.0,4.3,2121.9831576253364
1065,2019-03-02,60,10620.0,4.0,2124.383145613637
1066,2019-03-03,65,10026.0,9.0,2005.5837401927276
1067,2019-03-04,67,9906.0,9.7,1981.5838603097156
1068,2019-03-05,62,9312.0,5.9,1862.7844548888058
1069,2019-03-06,66,8112.0,7.0,1622.7856560586852
1070,2019-03-07,59,9684.0,10.8,1937.1840825261434
1071,2019-03-08,56,9018.0,7.7,1803.9847491754263
1072,2019-03-09,51,8826.0,7.4,1765.584941362607
1073,2019-03-10,55,7254.0,4.5,1451.186514895149
1074,2019-03-11,58,8394.0,3.1,1679.1853737837635
1075,2019-03-12,62,9348.0,5.5,1869.9844188537095
1076,2019-03-13,70,10536.0,7.4,2107.583229695529
1077,2019-03-14,74,9120.0,5.8,1824.3846470759865
1078,2019-03-15,66,7944.0,7.6,1589.1858242224682
1079,2019-03-16,55,9906.0,6.8,1981.5838603097156
1080,2019-03-17,66,8616.0,8.4,1723.585151567336
1081,2019-03-18,69,7608.0,4.9,1521.9861605500346
1082,2019-03-19,74,9768.0,4.8,1953.9839984442517
1083,2019-03-20,75,10080.0,7.0,2016.3836861400832
1084,2019-03-21,77,9660.0,9.5,1932.3841065495408
1085,2019-03-22,71,8742.0,8.7,1748.7850254444986
1086,2019-03-23,68,7386.0,9.6,1477.586382766462
1087,2019-03-24,75,9294.0,6.5,1859.1844729063541
1088,2019-03-25,83,8724.0,4.6,1745.1850434620467
1089,2019-03-26,78,10008.0,4.8,2001.983758210276
1090,2019-03-27,85,7446.0,7.3,1489.5863227079683
1091,2019-03-28,88,9996.0,8.8,1999.5837702219746
1092,2019-03-29,91,8076.0,9.9,1615.5856920937815
1093,2019-03-30,83,7356.0,11.2,1471.586412795709
1094,2019-03-31,90,7134.0,8.1,1427.1866350121368
1095,2019-04-01,85,11850.0,5.7,2370.381914414511
1096,2019-04-02,81,10920.0,9.3,2184.3828453211677
1097,2019-04-03,79,11328.0,14.0,2265.982436923409
1098,2019-04-04,75,10260.0,15.4,2052.383505964601
1099,2019-04-05,67,9444.0,11.3,1889.1843227601191
1100,2019-04-06,57,9900.0,14.8,1980.383866315565
1101,2019-04-07,67,8034.0,14.3,1607.1857341347275
1102,2019-04-08,80,9786.0,11.4,1957.5839804267036
1103,2019-04-09,70,10050.0,6.9,2010.38371616933
1104,2019-04-10,68,10638.0,5.4,2127.983127596089
1105,2019-04-11,68,9036.0,3.9,1807.5847311578782
1106,2019-04-12,71,8256.0,3.5,1651.5855119182997
1107,2019-04-13,65,9264.0,4.6,1853.1845029356011
1108,2019-04-14,70,7188.0,6.0,1437.9865809594924
1109,2019-04-15,71,10746.0,7.9,2149.5830194908
1110,2019-04-16,71,8286.0,9.4,1657.5854818890527
1111,2019-04-17,73,9072.0,11.8,1814.7846951227818
1112,2019-04-18,81,9522.0,14.6,1904.784244684077
1113,2019-04-19,81,9312.0,15.6,1862.7844548888058
1114,2019-04-20,77,10008.0,13.8,2001.983758210276
1115,2019-04-21,78,9588.0,14.7,1917.9841786197337
1116,2019-04-22,81,8058.0,13.7,1611.9857101113298
1117,2019-04-23,89,10218.0,14.9,2043.983548005547
1118,2019-04-24,91,10692.0,17.6,2138.7830735434445
1119,2019-04-25,82,8862.0,19.2,1772.7849053275106
1120,2019-04-26,80,8532.0,18.8,1706.7852356492274
1121,2019-04-27,79,8670.0,13.0,1734.3850975146913
1122,2019-04-28,80,7314.0,10.2,1463.186454836655
1123,2019-04-29,80,9192.0,10.5,1838.7845750057938
1124,2019-04-30,76,10296.0,11.3,2059.5834699295046
1125,2019-05-01,69,10494.0,12.5,2099.1832717364746
1126,2019-05-02,70,9606.0,10.2,1921.5841606021854
1127,2019-05-03,74,11742.0,8.4,2348.7820225198
1128,2019-05-04,66,11334.0,6.8,2267.182430917559
1129,2019-05-05,75,10044.0,6.7,2009.1837221751796
1130,2019-05-06,67,10464.0,8.0,2093.183301765722
1131,2019-05-07,78,10944.0,8.5,2189.18282129777
1132,2019-05-08,80,10368.0,12.2,2073.983397859312
1133,2019-05-09,76,9648.0,13.8,1929.9841185612397
1134,2019-05-10,80,10638.0,12.7,2127.983127596089
1135,2019-05-11,69,8454.0,11.1,1691.1853137252697
1136,2019-05-12,78,8040.0,11.7,1608.3857281288779
1137,2019-05-13,82,10698.0,10.3,2139.983067537595
1138,2019-05-14,81,9480.0,8.9,1896.3842867250228
1139,2019-05-15,81,9528.0,8.6,1905.9842386782277
1140,2019-05-16,81,10866.0,9.5,2173.5828993738123
1141,2019-05-17,88,8790.0,13.8,1758.3849773977033
1142,2019-05-18,72,10524.0,17.9,2105.183241707228
1143,2019-05-19,78,8316.0,19.3,1663.5854518598057
1144,2019-05-20,84,9102.0,18.7,1820.7846650935348
1145,2019-05-21,66,8664.0,18.2,1733.1851035205407
1146,2019-05-22,76,9480.0,12.7,1896.3842867250228
1147,2019-05-23,86,8544.0,14.1,1709.1852236375287
1148,2019-05-24,81,8814.0,17.7,1763.184953374306
1149,2019-05-25,76,9846.0,13.1,1969.5839203682096
1150,2019-05-26,83,9882.0,16.2,1976.7838843331133
1151,2019-05-27,77,8790.0,18.3,1758.3849773977033
